"PIN","sex","partnerSex","trait","value","study"
"p129","1","0","resources",5,1
"p1067","1","0","resources",7.5,1
"p246","1","0","resources",10,1
"p999","1","0","resources",7.5,1
"p345","1","0","resources",7,1
"p230","1","0","resources",6.5,1
"p655","1","0","resources",7,1
"p308","1","0","resources",6,1
"p168","0","0","resources",6,1
"p452","0","0","resources",NA,1
"p720","0","0","resources",5.5,1
"p337","0","0","resources",4,1
"p824","0","0","resources",5,1
"p521","1","0","resources",6,1
"p1222","0","0","resources",5.5,1
"p437","1","0","resources",8,1
"p1232","0","0","resources",NA,1
"p66","1","0","resources",5,1
"p1075","1","0","resources",6,1
"p90","0","0","resources",5.5,1
"p351","1","0","resources",5,1
"p694","0","0","resources",5.5,1
"p117","1","0","resources",6.5,1
"p474","0","0","resources",5,1
"p595","0","0","resources",6.5,1
"p754","1","0","resources",NA,1
"p592","0","0","resources",5,1
"p6","0","0","resources",NA,1
"p184","1","0","resources",5,1
"p638","0","0","resources",NA,1
"p822","0","0","resources",NA,1
"p916","0","0","resources",5,1
"p205","1","0","resources",4,1
"p577","0","0","resources",NA,1
"p178","0","0","resources",5.5,1
"p135","0","0","resources",5,1
"p566","0","0","resources",NA,1
"p748","1","0","resources",5,1
"p675","0","0","resources",5.5,1
"p1012","0","0","resources",5,1
"p1185","1","0","resources",5.5,1
"p69","0","0","resources",NA,1
"p827","1","0","resources",6,1
"p625","0","0","resources",NA,1
"p16","0","0","resources",4,1
"p950","0","0","resources",4.5,1
"p68","0","0","resources",NA,1
"p217","0","0","resources",NA,1
"p1029","0","0","resources",5.5,1
"p763","0","0","resources",4.5,1
"p1241","0","0","resources",6,1
"q59","0","1","AgeLik",0,1
"q818","1","1","AgeLik",NA,1
"q486","0","1","AgeLik",0,1
"q109","0","1","AgeLik",NA,1
"q706","0","1","AgeLik",0,1
"q575","0","1","AgeLik",1,1
"q230","1","1","AgeLik",NA,1
"q802","0","1","AgeLik",0,1
"q345","1","1","AgeLik",-3,1
"q636","0","1","AgeLik",0,1
"q238","0","1","AgeLik",NA,1
"q748","0","1","AgeLik",0,1
"q756","0","1","AgeLik",0,1
"q650","0","1","AgeLik",1,1
"q191","0","1","AgeLik",-1,1
"q275","0","1","AgeLik",0,1
"q744","1","1","AgeLik",-2,1
"q350","0","1","AgeLik",-1,1
"q773","0","1","AgeLik",-1,1
"q578","0","1","AgeLik",0,1
"q613","0","1","AgeLik",0,1
"q287","0","1","AgeLik",0,1
"q380","0","1","AgeLik",-1,1
"q249","0","1","AgeLik",1,1
"q651","0","1","AgeLik",-1,1
"q167","0","1","AgeLik",-1,1
"q397","0","1","AgeLik",0,1
"q763","0","1","AgeLik",NA,1
"q210","1","1","AgeLik",-2,1
"q553","1","1","AgeLik",NA,1
"q757","0","1","AgeLik",1,1
"q509","0","1","AgeLik",1,1
"q803","0","1","AgeLik",3,1
"q265","0","1","AgeLik",0,1
"q539","0","1","AgeLik",1,1
"q642","0","1","AgeLik",1,1
"q437","1","1","AgeLik",0,1
"q503","0","1","AgeLik",1,1
"q260","0","1","AgeLik",-1,1
"q600","0","1","AgeLik",0,1
"q112","0","1","AgeLik",1,1
"q127","0","1","AgeLik",NA,1
"q9","0","1","AgeLik",0,1
"q262","0","1","AgeLik",-2,1
"q227","0","1","AgeLik",NA,1
"q128","0","1","AgeLik",0,1
"q654","0","1","AgeLik",2,1
"q136","0","1","AgeLik",0,1
"q115","0","1","AgeLik",1,1
"q666","0","1","AgeLik",0,1
"q372","0","1","AgeLik",-2,1
"q20","0","1","AgeLik",1,1
"q45","1","1","AgeLik",-1,1
"q767","1","1","AgeLik",-1,1
"q283","0","1","AgeLik",0,1
"q671","0","1","AgeLik",1,1
"q252","0","1","AgeLik",NA,1
"q630","0","1","AgeLik",NA,1
"q423","0","1","AgeLik",0,1
"q298","0","1","AgeLik",1,1
"q715","0","1","AgeLik",NA,1
"q693","1","1","AgeLik",7,1
"q224","1","1","AgeLik",-3,1
"q79","0","1","AgeLik",0,1
"q550","1","1","AgeLik",-1,1
"q764","0","1","AgeLik",NA,1
"q491","0","1","AgeLik",1,1
"q37","0","1","AgeLik",1,1
"q78","0","1","AgeLik",1,1
"q220","0","1","AgeLik",1,1
"q789","0","1","AgeLik",NA,1
"q313","0","1","AgeLik",0,1
"q308","0","1","AgeLik",NA,1
"q375","1","1","AgeLik",NA,1
"q306","0","1","AgeLik",1,1
"q323","1","1","AgeLik",0,1
"q658","1","1","AgeLik",-5,1
"q172","1","1","AgeLik",0,1
"q461","0","1","AgeLik",NA,1
"q169","1","1","AgeLik",NA,1
"q297","0","1","AgeLik",NA,1
"q471","1","1","AgeLik",NA,1
"q680","0","1","AgeLik",0,1
"q714","0","1","AgeLik",NA,1
"q662","0","1","AgeLik",NA,1
"q291","1","1","AgeLik",NA,1
"q403","1","1","AgeLik",0,1
"q472","0","1","AgeLik",NA,1
"q278","0","1","AgeLik",NA,1
"q299","0","1","AgeLik",2,1
"q398","0","1","AgeLik",1,1
"q147","0","1","AgeLik",0,1
"q155","0","1","AgeLik",NA,1
"q478","0","1","AgeLik",-1,1
"q263","0","1","AgeLik",1,1
"q87","0","1","AgeLik",NA,1
"q441","1","1","AgeLik",4,1
"q162","1","1","AgeLik",NA,1
"q62","0","1","AgeLik",NA,1
"q463","1","1","AgeLik",NA,1
"q755","0","1","AgeLik",1,1
"q443","0","1","AgeLik",0,1
"q665","1","1","AgeLik",-1,1
"q3","0","1","AgeLik",1,1
"q759","0","1","AgeLik",1,1
"q589","1","1","AgeLik",NA,1
"q178","0","1","AgeLik",1,1
"q811","0","1","AgeLik",-1,1
"q135","1","1","AgeLik",-2,1
"q1","0","1","AgeLik",0,1
"q659","1","1","AgeLik",3,1
"q392","1","1","AgeLik",0,1
"q770","1","1","AgeLik",NA,1
"q381","1","1","AgeLik",NA,1
"q817","1","1","AgeLik",-2,1
"q648","1","1","AgeLik",NA,1
"q188","0","1","AgeLik",2,1
"q562","1","1","AgeLik",-2,1
"q704","1","1","AgeLik",NA,1
"q320","1","1","AgeLik",1,1
"q359","1","1","AgeLik",0,1
"q554","1","1","AgeLik",NA,1
"q737","1","1","AgeLik",NA,1
"q760","1","1","AgeLik",NA,1
"q435","1","1","AgeLik",1,1
"q21","1","1","AgeLik",-1,1
"q413","1","1","AgeLik",1,1
"q123","1","1","AgeLik",NA,1
"q807","1","1","AgeLik",NA,1
"q485","1","1","AgeLik",NA,1
"q722","0","1","AgeLik",1,1
"q571","0","1","AgeLik",1,1
"q195","0","1","AgeLik",1,1
"q142","1","1","AgeLik",2,1
"q69","1","1","AgeLik",0,1
"q141","1","1","AgeLik",0,1
"q579","0","1","AgeLik",NA,1
"q731","1","1","AgeLik",1,1
"q18","1","1","AgeLik",0,1
"q50","1","1","AgeLik",NA,1
"p1214","1","1","AgeLik",NA,1
"p934","1","1","AgeLik",NA,1
"p445","0","1","AgeLik",0,1
"p249","1","1","AgeLik",1,1
"p418","0","1","AgeLik",0,1
"p1279","0","1","AgeLik",NA,1
"p34","1","1","AgeLik",0,1
"p156","0","1","AgeLik",0,1
"p725","0","1","AgeLik",0,1
"p455","0","1","AgeLik",NA,1
"p1269","0","1","AgeLik",NA,1
"p1265","1","1","AgeLik",NA,1
"p349","0","1","AgeLik",NA,1
"p772","1","1","AgeLik",NA,1
"p1198","1","1","AgeLik",0,1
"p344","0","1","AgeLik",NA,1
"p410","0","1","AgeLik",NA,1
"p687","0","1","AgeLik",NA,1
"p766","1","1","AgeLik",0,1
"p79","0","1","AgeLik",0,1
"p231","0","1","AgeLik",NA,1
"p405","1","1","AgeLik",1,1
"p138","0","1","AgeLik",0,1
"p868","1","1","AgeLik",0,1
"p253","0","1","AgeLik",0,1
"p377","0","1","AgeLik",0,1
"p1057","0","1","AgeLik",NA,1
"p604","0","1","AgeLik",0,1
"p850","1","1","AgeLik",NA,1
"p1042","0","1","AgeLik",0,1
"p825","0","1","AgeLik",1,1
"p1179","0","1","AgeLik",0,1
"p605","1","1","AgeLik",0,1
"p653","0","1","AgeLik",NA,1
"p219","0","1","AgeLik",0,1
"p388","0","1","AgeLik",0,1
"p328","1","1","AgeLik",NA,1
"p1219","0","1","AgeLik",0,1
"p1264","0","1","AgeLik",1,1
"p543","0","1","AgeLik",0,1
"p163","0","1","AgeLik",0,1
"p1217","0","1","AgeLik",0,1
"p236","0","1","AgeLik",1,1
"p889","0","1","AgeLik",0,1
"p190","0","1","AgeLik",1,1
"p693","0","1","AgeLik",1,1
"p1047","0","1","AgeLik",0,1
"p300","0","1","AgeLik",0,1
"p198","1","1","AgeLik",0,1
"p387","0","1","AgeLik",0,1
"p1253","0","1","AgeLik",NA,1
"p792","0","1","AgeLik",NA,1
"p213","0","1","AgeLik",2,1
"p333","0","1","AgeLik",0,1
"p224","0","1","AgeLik",NA,1
"p571","0","1","AgeLik",5,1
"p54","0","1","AgeLik",2,1
"p164","0","1","AgeLik",0,1
"p517","1","1","AgeLik",NA,1
"p1233","1","1","AgeLik",1,1
"p1152","1","1","AgeLik",NA,1
"p1282","0","1","AgeLik",1,1
"p259","0","1","AgeLik",0,1
"p336","0","1","AgeLik",1,1
"p526","0","1","AgeLik",-1,1
"p315","0","1","AgeLik",0,1
"p920","1","1","AgeLik",NA,1
"p903","0","1","AgeLik",0,1
"p536","1","1","AgeLik",1,1
"p70","0","1","AgeLik",0,1
"p321","0","1","AgeLik",0,1
"p875","0","1","AgeLik",0,1
"p534","0","1","AgeLik",0,1
"p1096","0","1","AgeLik",0,1
"p834","0","1","AgeLik",0,1
"p529","1","1","AgeLik",1,1
"p80","1","1","AgeLik",NA,1
"p313","0","1","AgeLik",1,1
"p1046","0","1","AgeLik",0,1
"p786","1","1","AgeLik",NA,1
"p948","0","1","AgeLik",4,1
"p33","1","1","AgeLik",0,1
"p13","0","1","AgeLik",0,1
"p817","0","1","AgeLik",1,1
"p302","0","1","AgeLik",1,1
"p392","1","1","AgeLik",NA,1
"p743","0","1","AgeLik",1,1
"p1284","0","1","AgeLik",0,1
"p613","1","1","AgeLik",NA,1
"p320","0","1","AgeLik",0,1
"p888","0","1","AgeLik",1,1
"p1166","1","1","AgeLik",1,1
"p842","0","1","AgeLik",0,1
"p326","0","1","AgeLik",NA,1
"p704","1","1","AgeLik",NA,1
"p188","1","1","AgeLik",NA,1
"p56","0","1","AgeLik",NA,1
"p736","0","1","AgeLik",NA,1
"p609","0","1","AgeLik",0,1
"p186","0","1","AgeLik",1,1
"p965","0","1","AgeLik",1,1
"p885","1","1","AgeLik",NA,1
"p402","0","1","AgeLik",1,1
"p1190","0","1","AgeLik",0,1
"p893","0","1","AgeLik",1,1
"p558","1","1","AgeLik",0,1
"p988","0","1","AgeLik",0,1
"p800","0","1","AgeLik",0,1
"p319","0","1","AgeLik",0,1
"p1252","0","1","AgeLik",0,1
"p863","0","1","AgeLik",0,1
"p970","1","1","AgeLik",NA,1
"p382","0","1","AgeLik",0,1
"p579","0","1","AgeLik",1,1
"p1259","1","1","AgeLik",0,1
"p1200","0","1","AgeLik",0,1
"p1235","0","1","AgeLik",0,1
"p267","0","1","AgeLik",0,1
"p237","1","1","AgeLik",NA,1
"p1058","0","1","AgeLik",1,1
"p1022","1","1","AgeLik",NA,1
"p938","0","1","AgeLik",0,1
"p801","1","1","AgeLik",-1,1
"p1193","1","1","AgeLik",0,1
"p14","1","1","AgeLik",NA,1
"p157","1","1","AgeLik",NA,1
"p1138","0","1","AgeLik",1,1
"p1121","1","1","AgeLik",NA,1
"p407","1","1","AgeLik",NA,1
"p446","1","1","AgeLik",NA,1
"p494","1","1","AgeLik",NA,1
"p107","1","1","AgeLik",NA,1
"p724","1","1","AgeLik",NA,1
"p759","1","1","AgeLik",NA,1
"p194","1","1","AgeLik",NA,1
"p1234","1","1","AgeLik",NA,1
"p703","1","1","AgeLik",NA,1
"p220","1","1","AgeLik",NA,1
"p854","1","1","AgeLik",0,1
"p510","1","1","AgeLik",NA,1
"p278","1","1","AgeLik",0,1
"p155","0","1","AgeLik",NA,1
"p62","0","1","AgeLik",NA,1
"p85","0","1","AgeLik",NA,1
"p637","0","1","AgeLik",0,1
"p820","1","1","AgeLik",NA,1
"p796","1","1","AgeLik",NA,1
"p669","0","1","AgeLik",NA,1
"p93","1","1","AgeLik",NA,1
"p587","0","1","AgeLik",NA,1
"p1280","0","1","AgeLik",0,1
"p826","1","1","AgeLik",NA,1
"p1164","1","1","AgeLik",NA,1
"p714","1","1","AgeLik",0,1
"p886","1","1","AgeLik",0,1
"p663","1","1","AgeLik",NA,1
"p116","1","1","AgeLik",NA,1
"p394","1","1","AgeLik",NA,1
"p942","1","1","AgeLik",0,1
"p1013","1","1","AgeLik",NA,1
"p1255","1","1","AgeLik",NA,1
"p981","0","1","AgeLik",NA,1
"p815","1","1","AgeLik",NA,1
"p555","1","1","AgeLik",NA,1
"p884","1","1","AgeLik",NA,1
"p628","0","1","AgeLik",0,1
"p629","0","1","AgeLik",NA,1
"p989","0","1","AgeLik",NA,1
"p371","0","1","AgeLik",NA,1
"p166","1","1","AgeLik",NA,1
"p415","1","1","AgeLik",NA,1
"p1016","1","1","AgeLik",NA,1
"p1229","1","1","AgeLik",NA,1
"p795","0","1","AgeLik",NA,1
"p930","1","1","AgeLik",NA,1
"p1116","1","1","AgeLik",1,1
"p723","1","1","AgeLik",NA,1
"p485","0","1","AgeLik",NA,1
"p1191","0","1","AgeLik",NA,1
"p2","1","1","AgeLik",1,1
"p325","1","1","AgeLik",NA,1
"p745","1","1","AgeLik",NA,1
"p355","1","1","AgeLik",0,1
"p1210","1","1","AgeLik",NA,1
"p158","0","1","AgeLik",0,1
"p719","0","1","AgeLik",NA,1
"p401","0","1","AgeLik",NA,1
"p933","0","1","AgeLik",1,1
"p520","1","1","AgeLik",0,1
"p713","1","1","AgeLik",NA,1
"p1203","1","1","AgeLik",NA,1
"p1281","1","1","AgeLik",NA,1
"p722","0","1","AgeLik",NA,1
"p1077","0","1","AgeLik",NA,1
"p1146","1","1","AgeLik",NA,1
"p49","1","1","AgeLik",NA,1
"p227","1","1","AgeLik",NA,1
"p1017","0","1","AgeLik",NA,1
"p608","1","1","AgeLik",NA,1
"p1150","1","1","AgeLik",0,1
"p912","1","1","AgeLik",NA,1
"p832","1","1","AgeLik",NA,1
"p247","1","1","AgeLik",0,1
"p1080","1","1","AgeLik",NA,1
"p346","1","1","AgeLik",NA,1
"p195","1","1","AgeLik",NA,1
"p876","0","1","AgeLik",NA,1
"p1111","0","1","AgeLik",NA,1
"p524","1","1","AgeLik",-1,1
"p365","1","1","AgeLik",NA,1
"p111","1","1","AgeLik",NA,1
"p953","1","1","AgeLik",0,1
"p372","1","1","AgeLik",NA,1
"p799","0","1","AgeLik",NA,1
"p1274","1","1","AgeLik",NA,1
"p243","1","1","AgeLik",NA,1
"p717","0","1","AgeLik",NA,1
"p24","1","1","AgeLik",NA,1
"p439","0","1","AgeLik",NA,1
"p61","0","1","AgeLik",NA,1
"p757","1","1","AgeLik",-2,1
"p947","1","1","AgeLik",1,1
"p658","0","1","AgeLik",-1,1
"p621","1","1","AgeLik",0,1
"p659","1","1","AgeLik",1,1
"p187","0","1","AgeLik",1,1
"p379","0","1","AgeLik",1,1
"p572","0","1","AgeLik",0,1
"p610","0","1","AgeLik",1,1
"p992","0","1","AgeLik",0,1
"p1165","0","1","AgeLik",0,1
"p1278","0","1","AgeLik",-1,1
"p1169","0","1","AgeLik",1,1
"p172","0","1","AgeLik",0,1
"p707","1","1","AgeLik",0,1
"p59","1","1","AgeLik",4,1
"p781","1","1","AgeLik",0,1
"p635","1","1","AgeLik",-3,1
"p380","1","1","AgeLik",0,1
"p497","1","1","AgeLik",0,1
"p86","1","1","AgeLik",0,1
"p775","1","1","AgeLik",0,1
"p636","1","1","AgeLik",3,1
"p1189","1","1","AgeLik",1,1
"p1084","1","1","AgeLik",-1,1
"p784","1","1","AgeLik",-2,1
"p133","0","1","AgeLik",NA,1
"p330","0","1","AgeLik",1,1
"p973","0","1","AgeLik",0,1
"p762","1","1","AgeLik",0,1
"p779","1","1","AgeLik",NA,1
"p129","1","1","AgeLik",NA,1
"p1067","1","1","AgeLik",NA,1
"p246","1","1","AgeLik",NA,1
"p999","1","1","AgeLik",NA,1
"p345","1","1","AgeLik",NA,1
"p230","1","1","AgeLik",NA,1
"p655","1","1","AgeLik",NA,1
"p308","1","1","AgeLik",0,1
"p168","0","1","AgeLik",0,1
"p452","0","1","AgeLik",0,1
"p720","0","1","AgeLik",NA,1
"p337","0","1","AgeLik",0,1
"p824","0","1","AgeLik",NA,1
"p521","1","1","AgeLik",NA,1
"p1222","0","1","AgeLik",NA,1
"p437","1","1","AgeLik",NA,1
"p1232","0","1","AgeLik",0,1
"p66","1","1","AgeLik",NA,1
"p1075","1","1","AgeLik",NA,1
"p90","0","1","AgeLik",0,1
"p351","1","1","AgeLik",0,1
"p694","0","1","AgeLik",0,1
"p117","1","1","AgeLik",NA,1
"p474","0","1","AgeLik",0,1
"p595","0","1","AgeLik",1,1
"p754","1","1","AgeLik",NA,1
"p592","0","1","AgeLik",0,1
"p6","0","1","AgeLik",0,1
"p184","1","1","AgeLik",0,1
"p638","0","1","AgeLik",1,1
"p822","0","1","AgeLik",1,1
"p916","0","1","AgeLik",0,1
"p205","1","1","AgeLik",0,1
"p577","0","1","AgeLik",NA,1
"p178","0","1","AgeLik",1,1
"p135","0","1","AgeLik",1,1
"p566","0","1","AgeLik",NA,1
"p748","1","1","AgeLik",NA,1
"p675","0","1","AgeLik",1,1
"p1012","0","1","AgeLik",0,1
"p1185","1","1","AgeLik",-1,1
"p69","0","1","AgeLik",0,1
"p827","1","1","AgeLik",0,1
"p625","0","1","AgeLik",1,1
"p16","0","1","AgeLik",0,1
"p950","0","1","AgeLik",2,1
"p68","0","1","AgeLik",0,1
"p217","0","1","AgeLik",0,1
"p1029","0","1","AgeLik",NA,1
"p763","0","1","AgeLik",0,1
"p1241","0","1","AgeLik",0,1
"q59","0","0","AgeLik",4,1
"q818","1","0","AgeLik",0,1
"q486","0","0","AgeLik",0,1
"q109","0","0","AgeLik",1,1
"q706","0","0","AgeLik",-3,1
"q575","0","0","AgeLik",1,1
"q230","1","0","AgeLik",-4,1
"q802","0","0","AgeLik",NA,1
"q345","1","0","AgeLik",-1,1
"q636","0","0","AgeLik",NA,1
"q238","0","0","AgeLik",0,1
"q748","0","0","AgeLik",NA,1
"q756","0","0","AgeLik",0,1
"q650","0","0","AgeLik",NA,1
"q191","0","0","AgeLik",NA,1
"q275","0","0","AgeLik",NA,1
"q744","1","0","AgeLik",NA,1
"q350","0","0","AgeLik",NA,1
"q773","0","0","AgeLik",NA,1
"q578","0","0","AgeLik",NA,1
"q613","0","0","AgeLik",-1,1
"q287","0","0","AgeLik",NA,1
"q380","0","0","AgeLik",-2,1
"q249","0","0","AgeLik",NA,1
"q651","0","0","AgeLik",NA,1
"q167","0","0","AgeLik",NA,1
"q397","0","0","AgeLik",0,1
"q763","0","0","AgeLik",0,1
"q210","1","0","AgeLik",-1,1
"q553","1","0","AgeLik",NA,1
"q757","0","0","AgeLik",0,1
"q509","0","0","AgeLik",0,1
"q803","0","0","AgeLik",NA,1
"q265","0","0","AgeLik",0,1
"q539","0","0","AgeLik",1,1
"q642","0","0","AgeLik",0,1
"q437","1","0","AgeLik",0,1
"q503","0","0","AgeLik",NA,1
"q260","0","0","AgeLik",-1,1
"q600","0","0","AgeLik",0,1
"q112","0","0","AgeLik",NA,1
"q127","0","0","AgeLik",0,1
"q9","0","0","AgeLik",NA,1
"q262","0","0","AgeLik",-2,1
"q227","0","0","AgeLik",NA,1
"q128","0","0","AgeLik",NA,1
"q654","0","0","AgeLik",2,1
"q136","0","0","AgeLik",0,1
"q115","0","0","AgeLik",1,1
"q666","0","0","AgeLik",0,1
"q372","0","0","AgeLik",NA,1
"q20","0","0","AgeLik",1,1
"q45","1","0","AgeLik",NA,1
"q767","1","0","AgeLik",-1,1
"q283","0","0","AgeLik",0,1
"q671","0","0","AgeLik",-1,1
"q252","0","0","AgeLik",0,1
"q630","0","0","AgeLik",0,1
"q423","0","0","AgeLik",NA,1
"q298","0","0","AgeLik",0,1
"q715","0","0","AgeLik",1,1
"q693","1","0","AgeLik",0,1
"q224","1","0","AgeLik",NA,1
"q79","0","0","AgeLik",0,1
"q550","1","0","AgeLik",-1,1
"q764","0","0","AgeLik",0,1
"q491","0","0","AgeLik",0,1
"q37","0","0","AgeLik",0,1
"q78","0","0","AgeLik",1,1
"q220","0","0","AgeLik",NA,1
"q789","0","0","AgeLik",0,1
"q313","0","0","AgeLik",0,1
"q308","0","0","AgeLik",NA,1
"q375","1","0","AgeLik",-4,1
"q306","0","0","AgeLik",1,1
"q323","1","0","AgeLik",0,1
"q658","1","0","AgeLik",NA,1
"q172","1","0","AgeLik",NA,1
"q461","0","0","AgeLik",1,1
"q169","1","0","AgeLik",-1,1
"q297","0","0","AgeLik",-1,1
"q471","1","0","AgeLik",NA,1
"q680","0","0","AgeLik",0,1
"q714","0","0","AgeLik",0,1
"q662","0","0","AgeLik",0,1
"q291","1","0","AgeLik",NA,1
"q403","1","0","AgeLik",0,1
"q472","0","0","AgeLik",-1,1
"q278","0","0","AgeLik",1,1
"q299","0","0","AgeLik",-1,1
"q398","0","0","AgeLik",1,1
"q147","0","0","AgeLik",0,1
"q155","0","0","AgeLik",0,1
"q478","0","0","AgeLik",-1,1
"q263","0","0","AgeLik",NA,1
"q87","0","0","AgeLik",0,1
"q441","1","0","AgeLik",NA,1
"q162","1","0","AgeLik",-3,1
"q62","0","0","AgeLik",NA,1
"q463","1","0","AgeLik",4,1
"q755","0","0","AgeLik",1,1
"q443","0","0","AgeLik",NA,1
"q665","1","0","AgeLik",NA,1
"q3","0","0","AgeLik",NA,1
"q759","0","0","AgeLik",NA,1
"q589","1","0","AgeLik",-3,1
"q178","0","0","AgeLik",2,1
"q811","0","0","AgeLik",-2,1
"q135","1","0","AgeLik",NA,1
"q1","0","0","AgeLik",NA,1
"q659","1","0","AgeLik",4,1
"q392","1","0","AgeLik",NA,1
"q770","1","0","AgeLik",-5,1
"q381","1","0","AgeLik",0,1
"q817","1","0","AgeLik",NA,1
"q648","1","0","AgeLik",-6,1
"q188","0","0","AgeLik",NA,1
"q562","1","0","AgeLik",0,1
"q704","1","0","AgeLik",1,1
"q320","1","0","AgeLik",NA,1
"q359","1","0","AgeLik",NA,1
"q554","1","0","AgeLik",-4,1
"q737","1","0","AgeLik",-1,1
"q760","1","0","AgeLik",-2,1
"q435","1","0","AgeLik",NA,1
"q21","1","0","AgeLik",0,1
"q413","1","0","AgeLik",0,1
"q123","1","0","AgeLik",-1,1
"q807","1","0","AgeLik",-3,1
"q485","1","0","AgeLik",-1,1
"q722","0","0","AgeLik",NA,1
"q571","0","0","AgeLik",0,1
"q195","0","0","AgeLik",1,1
"q142","1","0","AgeLik",NA,1
"q69","1","0","AgeLik",NA,1
"q141","1","0","AgeLik",0,1
"q579","0","0","AgeLik",NA,1
"q731","1","0","AgeLik",NA,1
"q18","1","0","AgeLik",0,1
"q50","1","0","AgeLik",-1,1
"p1214","1","0","AgeLik",0,1
"p934","1","0","AgeLik",-1,1
"p445","0","0","AgeLik",0,1
"p249","1","0","AgeLik",1,1
"p418","0","0","AgeLik",NA,1
"p1279","0","0","AgeLik",0,1
"p34","1","0","AgeLik",0,1
"p156","0","0","AgeLik",0,1
"p725","0","0","AgeLik",NA,1
"p455","0","0","AgeLik",NA,1
"p1269","0","0","AgeLik",0,1
"p1265","1","0","AgeLik",1,1
"p349","0","0","AgeLik",0,1
"p772","1","0","AgeLik",0,1
"p1198","1","0","AgeLik",NA,1
"p344","0","0","AgeLik",2,1
"p410","0","0","AgeLik",0,1
"p687","0","0","AgeLik",0,1
"p766","1","0","AgeLik",0,1
"p79","0","0","AgeLik",0,1
"p231","0","0","AgeLik",0,1
"p405","1","0","AgeLik",NA,1
"p138","0","0","AgeLik",NA,1
"p868","1","0","AgeLik",0,1
"p253","0","0","AgeLik",0,1
